what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1498039334716
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1498039334716
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1498039334726
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1498039334737
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1498039334775
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1498039334784
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1498039334799
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1498039334810
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1498039334823
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1498039334831
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1498039335183
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1498039335184
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1498039335185
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1498039335200
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1498039335211
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1498039335212
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1498039335213
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1498039335213
started,bundle,org.eclipse.emf.common.ui,2.6.0.v20100914-1218,"org.eclipse.emf.common.ui",1498039335213
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1498039335213
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1498039335214
started,bundle,org.eclipse.emf.edit,2.6.0.v20100914-1218,"org.eclipse.emf.edit",1498039335214
started,bundle,org.eclipse.emf.edit.ui,2.6.0.v20100914-1218,"org.eclipse.emf.edit.ui",1498039335214
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1498039335215
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1498039335215
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1498039335229
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1498039335230
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1498039335241
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1498039335251
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1498039335251
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1498039335257
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1498039335257
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1498039335258
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1498039335258
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1498039335259
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1498039335262
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1498039335262
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1498039335263
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1498039335263
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1498039335273
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1498039335274
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1498039335488
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1498039335495
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1498039335499
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1498039335508
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1498039335519
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1498039335538
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1498039335539
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1498039335550
started,bundle,org.eclipse.jst.j2ee.ui,1.1.404.v201101122300,"org.eclipse.jst.j2ee.ui",1498039335564
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1498039335571
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice.ui",1498039335574
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1498039335574
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1498039335574
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1498039335575
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1498039335584
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1498039335591
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1498039335603
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1498039335603
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1498039335619
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1498039335629
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1498039335645
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1498039335652
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1498039335652
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1498039335658
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1498039335661
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1498039335661
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1498039335665
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1498039335670
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1498039335678
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1498039335687
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1498039335696
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1498039335702
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1498039335707
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1498039335707
started,bundle,org.vssplugin,1.6.2,"org.vssplugin",1498039335722
started,bundle,org.eclipse.wst.web,1.1.403.v201103081400,"org.eclipse.wst.web",1498039335733
started,bundle,com.collabnet.subversion.merge,4.1.0,"com.collabnet.subversion.merge",1498039335733
started,bundle,org.tigris.subversion.clientadapter,1.10.3,"org.tigris.subversion.clientadapter",1498039335733
started,bundle,org.tigris.subversion.subclipse.core,1.10.7,"org.tigris.subversion.subclipse.core",1498039335733
started,bundle,org.tigris.subversion.subclipse.ui,1.10.9,"org.tigris.subversion.subclipse.ui",1498039335746
os,sysinfo,,,"win32",1498039335748
arch,sysinfo,,,"x86",1498039335748
ws,sysinfo,,,"win32",1498039335748
locale,sysinfo,,,"zh_CN",1498039335748
processors,sysinfo,,,"2",1498039335748
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1498039335748
java.runtime.version,sysinfo,,,"1.7.0_09-b05",1498039335748
java.specification.name,sysinfo,,,"Java Platform API Specification",1498039335748
java.specification.vendor,sysinfo,,,"Oracle Corporation",1498039335748
java.specification.version,sysinfo,,,"1.7",1498039335748
java.vendor,sysinfo,,,"Oracle Corporation",1498039335748
java.version,sysinfo,,,"1.7.0_09",1498039335748
java.vm.info,sysinfo,,,"mixed mode",1498039335748
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1498039335748
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1498039335748
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1498039335748
java.vm.specification.version,sysinfo,,,"1.7",1498039335748
java.vm.vendor,sysinfo,,,"Oracle Corporation",1498039335748
java.vm.version,sysinfo,,,"23.5-b02",1498039335748
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1498039335764
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1498039335818
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1498039336033
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1498039336074
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1498039336368
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1498039336422
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1498039336424
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1498039336570
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1498039336628
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.1.0,"org.tigris.subversion.subclipse.tools.usage",1498039336632
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1498039337253
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1498039337254
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1498039337407
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039337485
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039345784
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1498039351518
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1498039351535
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1498039351571
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039356143
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039357759
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039372495
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039375162
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039377169
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039384191
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1498039388193
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1498039388236
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100906-1425,"org.eclipse.ecf.filetransfer",1498039388994
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100906-1425,"org.eclipse.ecf.identity",1498039389039
started,bundle,org.eclipse.ecf,3.1.0.v20100906-1425,"org.eclipse.ecf",1498039389144
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039389328
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer.httpclient",1498039389332
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer",1498039389337
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1498039422154
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1498039422170
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1498039422182
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.1.R36x_v20100901,"org.eclipse.equinox.p2.artifact.repository",1498039459531
started,bundle,org.eclipse.equinox.p2.director,2.0.3.R36x_v20101117-1018,"org.eclipse.equinox.p2.director",1498039473361
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1498039477224
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.3.R36x_v20101202,"org.eclipse.equinox.p2.touchpoint.eclipse",1498039477441
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1498039481563
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1498039481698
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039524265
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1498039524276
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039524557
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039528689
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039530861
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039534900
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039548004
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039549635
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039550620
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039563196
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039564107
error,log,,,"An error occurred while collecting items to be installed",1498039583826
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039612851
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039613771
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039646345
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039649068
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039651036
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039660550
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039666195
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039672054
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039673137
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039674831
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039675935
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1498039676020
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1498039678036
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1498039678100
